Row,Parent Feature Summary,Original Work Alignment,Original Work Category,Story Summary,Original Classification,WAF Run/Change,WAF Color,WAF Category,WAF Sub-Category,Confidence,Classification Rationale
945,Acquisitions ART Production Support,Green,Maintenance,Resolve operational issues affecting downstream integrations as part of ongoing maintenance activities,Business Maintenance,Run,BLACK,Business Maintenance,Process support changes,HIGH,Pre-classified as Business Maintenance
946,Acquisitions ART Production Support,Red,Production Support,Stabilize acquisition-related batch processing to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Batch operations,HIGH,Production Support work category → KTLO
947,Migrated Delivery,Red,Maintenance,Address technical debt introduced during migration as part of ongoing maintenance activities,Business Maintenance,Run,BLACK,Business Maintenance,Process support changes,HIGH,Pre-classified as Business Maintenance
948,Migrated Delivery,Yellow,Business Functionality,Address technical debt introduced during migration to enable required business functionality,,Run,BLACK,Technical Maintenance,Tech debt reduction,MEDIUM,Migrated + Yellow → Technical Maintenance
949,Migrated Delivery,Orange,Enablers,Address technical debt introduced during migration to unblock dependent teams,,Change,ORANGE,Enterprise Strategic Priority,Migration transformation,MEDIUM,Migrated + Orange → Enterprise Strategic
950,Acquisitions ART Production Support,Red,Enablers,Resolve operational issues affecting downstream integrations to unblock dependent teams,,Run,GRAY,KTLO (Keep the Lights On),Acquisition operations,MEDIUM,Acquisitions + Red → KTLO
951,Migrated Delivery,Yellow,Maintenance,Resolve post-migration defects impacting service delivery as part of ongoing maintenance activities,Business Maintenance,Run,BLACK,Business Maintenance,Process support changes,HIGH,Pre-classified as Business Maintenance
952,Acquisitions ART Production Support,Red,Business Functionality,Address production support gaps impacting acquisition flows to enable required business functionality,,Run,GRAY,KTLO (Keep the Lights On),Acquisition operations,MEDIUM,Acquisitions + Red → KTLO
953,Security & Vulnerability Management,Orange,Business Functionality,Remediate identified vulnerabilities in shared services to enable required business functionality,,Run,RED,Regulatory (Operational),Compliance operations,MEDIUM,Security + regulatory signals → Regulatory Operational
954,Migrated Delivery,Orange,Business Functionality,Address technical debt introduced during migration to enable required business functionality,,Change,ORANGE,Enterprise Strategic Priority,Migration transformation,MEDIUM,Migrated + Orange → Enterprise Strategic
955,Migrated Delivery,Green,Business Functionality,Resolve post-migration defects impacting service delivery to enable required business functionality,,Run,BLACK,Technical Maintenance,Platform upgrades,MEDIUM,Migrated + Green → Technical Maintenance
956,Acquisitions ART Production Support,Orange,Production Support,Resolve operational issues affecting downstream integrations to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
957,Acquisitions ART Production Support,Green,Production Support,Stabilize acquisition-related batch processing to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Batch operations,HIGH,Production Support work category → KTLO
958,Continuous Improvement Feature,Green,Enablers,Optimize deployment workflows for improved reliability to unblock dependent teams,,Change,GREEN,Other Blocked Priority,Incremental improvements,MEDIUM,CI Feature + Green → Other Blocked Priority
959,SRE Delivery: Chaos Engineering,Black,Production Support,Refine chaos experiment execution and rollback mechanisms to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
960,Continuous Improvement Feature,Orange,Continuous Improvement,Refactor pipeline components to reduce operational overhead to drive continuous improvement,,Change,ORANGE,Enterprise Strategic Priority,Process transformation,MEDIUM,CI Feature + Orange → Enterprise Strategic
961,Acquisitions ART Production Support,Red,Continuous Improvement,Address production support gaps impacting acquisition flows to drive continuous improvement,,Run,GRAY,KTLO (Keep the Lights On),Acquisition operations,MEDIUM,Acquisitions + Red → KTLO
962,Migrated Delivery,Black,Enablers,Resolve post-migration defects impacting service delivery to unblock dependent teams,,Run,BLACK,Technical Maintenance,Platform upgrades,HIGH,Migrated + Black → Technical Maintenance
963,Continuous Improvement Feature,Green,Continuous Improvement,Optimize deployment workflows for improved reliability to drive continuous improvement,,Change,GREEN,Other Blocked Priority,Incremental improvements,MEDIUM,CI Feature + Green → Other Blocked Priority
964,SRE Delivery: Chaos Engineering,Black,Maintenance,Improve resilience testing coverage for critical workloads as part of ongoing maintenance activities,Technical Maintenance,Run,BLACK,Technical Maintenance,Reliability improvement,HIGH,Pre-classified as Technical Maintenance
965,Acquisitions ART Production Support,Black,Continuous Improvement,Address production support gaps impacting acquisition flows to drive continuous improvement,,Run,BLACK,Business Maintenance,Process support changes,MEDIUM,Acquisitions + Black → Business Maintenance
966,Security & Vulnerability Management,Orange,Continuous Improvement,Update security scanning rules and suppression logic to drive continuous improvement,,Change,ORANGE,Enterprise Strategic Priority,Security infrastructure,MEDIUM,Security + Orange → Enterprise Strategic
967,Security & Vulnerability Management,Orange,Business Functionality,Remediate identified vulnerabilities in shared services to enable required business functionality,,Run,RED,Regulatory (Operational),Compliance operations,MEDIUM,Security + regulatory signals → Regulatory Operational
968,Migrated Delivery,Yellow,Production Support,Stabilize workloads following platform migration to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
969,Security & Vulnerability Management,Red,Enablers,Harden service configurations based on security findings to unblock dependent teams,,Run,GRAY,KTLO (Keep the Lights On),Security operations,MEDIUM,Security + Red (high-priority operational) → KTLO
970,Migrated Delivery,Black,Maintenance,Stabilize workloads following platform migration as part of ongoing maintenance activities,Business Maintenance,Run,BLACK,Business Maintenance,Process support changes,HIGH,Pre-classified as Business Maintenance
971,SRE Delivery: Chaos Engineering,Orange,Business Functionality,Improve resilience testing coverage for critical workloads to enable required business functionality,,Change,ORANGE,Enterprise Strategic Priority,Reliability engineering,MEDIUM,SRE + Orange → Enterprise Strategic
972,Migrated Delivery,Green,Enablers,Address technical debt introduced during migration to unblock dependent teams,,Run,BLACK,Technical Maintenance,Tech debt reduction,MEDIUM,Migrated + Green → Technical Maintenance
973,Security & Vulnerability Management,Green,Business Functionality,Harden service configurations based on security findings to enable required business functionality,,Run,BLACK,Technical Maintenance,Security hardening,MEDIUM,Security + Green + operational → Technical Maintenance
974,Continuous Improvement Feature,Orange,Production Support,Refactor pipeline components to reduce operational overhead to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
975,Migrated Delivery,Orange,Business Functionality,Resolve post-migration defects impacting service delivery to enable required business functionality,,Change,ORANGE,Enterprise Strategic Priority,Migration transformation,MEDIUM,Migrated + Orange → Enterprise Strategic
976,SRE Delivery: Chaos Engineering,Orange,Business Functionality,Refine chaos experiment execution and rollback mechanisms to enable required business functionality,,Change,ORANGE,Enterprise Strategic Priority,Reliability engineering,MEDIUM,SRE + Orange → Enterprise Strategic
977,Migrated Delivery,Yellow,Production Support,Stabilize workloads following platform migration to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
978,Acquisitions ART Production Support,Green,Continuous Improvement,Resolve operational issues affecting downstream integrations to drive continuous improvement,,Change,GREEN,Other Blocked Priority,Acquisition improvements,MEDIUM,Acquisitions + Green + CI → Other Blocked Priority
979,Acquisitions ART Production Support,Yellow,Business Functionality,Address production support gaps impacting acquisition flows to enable required business functionality,,Change,YELLOW,Top Divisional Priority,Acquisition initiative,MEDIUM,Acquisitions + Yellow → Divisional Priority
980,Security & Vulnerability Management,Green,Business Functionality,Remediate identified vulnerabilities in shared services to enable required business functionality,,Run,RED,Regulatory (Operational),Compliance operations,MEDIUM,Security + regulatory signals → Regulatory Operational
981,SRE Delivery: Chaos Engineering,Green,Business Functionality,Refine chaos experiment execution and rollback mechanisms to enable required business functionality,,Run,BLACK,Technical Maintenance,Reliability improvement,MEDIUM,SRE + Green → Technical Maintenance
982,Migrated Delivery,Yellow,Production Support,Resolve post-migration defects impacting service delivery to support production operations,,Run,GRAY,KTLO (Keep the Lights On),Operational support,HIGH,Production Support work category → KTLO
